================================================================================
LESSONS LISTING - GROUPED BY GRADE AND SUBJECT
================================================================================

### Common Core (10 subjects):
--------------------------------------------------------------------------------

## Arabic Language & Literature (32 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
2974   | 7التوالد عند الحيوانات                             | 1st        | [All tracks]
2975   | 8التوالد عند النباتات                              | 1st        | [All tracks]
2976   | 9التوالد عند الانسان                               | 1st        | [All tracks]
2977   | La formation des chaînes de montagnes              | 1st        | [All tracks]
2978   | La formation des roches magmatiques                | 1st        | [All tracks]
2979   | La reproduction chez les animaux                   | 1st        | [All tracks]
2980   | La reproduction chez les plantes                   | 1st        | [All tracks]
2981   | La reproduction humaine                            | 1st        | [All tracks]
2982   | La tectonique des plaques                          | 1st        | [All tracks]
2983   | Les déformations tectoniques                       | 1st        | [All tracks]
2984   | Les séismes                                        | 1st        | [All tracks]
2985   | Les volcans                                        | 1st        | [All tracks]
2986   | L’hérédité humaine                                 | 1st        | [All tracks]


## Mathematics (40 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2842   | 10المستقيمات الھامة في مثلث                        | 1st        | [All tracks]
2843   | 11الحساب الحرفي (التبسيط – النشر – التعميل)        | 1st        | [All tracks]
2844   | 12المعادلات                                        | 1st        | [All tracks]
2845   | 13ترتيب الأعداد الجذرية والعمليات                  | 1st        | [All tracks]
2846   | 14التناسب                                          | 1st        | [All tracks]
2847   | 15الدوال الخطية                                    | 1st        | [All tracks]
2848   | 16مبرهنة فيتاغورس                                  | 1st        | [All tracks]
2849   | 17جيب تمام زاوية حادة                              | 1st        | [All tracks]
2850   | 18المثلث القائم الزاوية والدائرة                   | 1st        | [All tracks]
2851   | 19المتجهات والإزاحة                                | 1st        | [All tracks]
2852   | 1الأعداد الجذرية                                   | 1st        | [All tracks]
2853   | 20الهرم والمخروط الدوراني والموشور القائم          | 1st        | [All tracks]
2854   | 21الإحصاء                                          | 1st        | [All tracks]
2855   | 22تقديم الأعداد الحقيقية                           | 1st        | [All tracks]
2856   | 2العملیات على الأعداد الجذرية                      | 1st        | [All tracks]
2857   | 3مجموع وفرق عددين جذريين                           | 1st        | [All tracks]
2858   | 4جذاء وخارج عددين جذريين                           | 1st        | [All tracks]
2859   | 5العمليات الأربع على الأعداد الجذرية               | 1st        | [All tracks]
2860   | 6قوى العدد 10                                      | 1st        | [All tracks]
2861   | 7قوى عدد جذري                                      | 1st        | [All tracks]
2862   | 8التماثل المحوري                                   | 1st        | [All tracks]
2863   | 9المستقيمات الموازية لأضلاع مثلث                   | 1st        | [All tracks]
2864   | Calcul littéral                                    | 1st        | [All tracks]
2865   | Droites remarquables dans un triangle              | 1st        | [All tracks]
2866   | Introduction aux nombres rationnels                | 1st        | [All tracks]
2867   | Introduction aux nombres réels                     | 1st        | [All tracks]
2868   | Les puissances                                     | 1st        | [All tracks]
2869   | Les quatre opérations sur les nombres rationnels   | 1st        | [All tracks]
2870   | Ordre et opérations                                | 1st        | [All tracks]
2871   | Produit et quotient des nombres rationnels         | 1st        | [All tracks]
2872   | Proportionnalité et fonctions linéaires            | 1st        | [All tracks]
2873   | Pyramide et cône de révolution                     | 1st        | [All tracks]
2874   | Somme et différence des nombres rationnels         | 1st        | [All tracks]
2875   | Statistiques                                       | 1st        | [All tracks]
2876   | Symétrie axiale                                    | 1st        | [All tracks]
2877   | Théorème de Pythagore et cosinus d’un angle aigu   | 1st        | [All tracks]
2878   | Triangle rectangle et cercle                       | 1st        | [All tracks]
2879   | Triangles et droites parallèles                    | 1st        | [All tracks]
2880   | Vecteurs et translation                            | 1st        | [All tracks]
2881   | Équations                                          | 1st        | [All tracks]


## Physics (35 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2882   | 10منابع الضوء ومستقبلاته                           | 1st        | [All tracks]
2883   | 11الضوء والألوان                                   | 1st        | [All tracks]
2884   | 12الضوء والألوان – تبدد الضوء                      | 1st        | [All tracks]
2885   | 13انتشار الضوء                                     | 1st        | [All tracks]
2886   | 14تطبيقات الانتشار المستقيمي للضوء                 | 1st        | [All tracks]
2887   | 15العدسات الرقيقة                                  | 1st        | [All tracks]
2888   | 16الصورة المحصل عليها بواسطة عدسة رقيقة مجمعة      | 1st        | [All tracks]
2889   | 17دراسة بعض الأجهزة البصرية                        | 1st        | [All tracks]
2890   | 18التيار الكهربائي المتناوب الجيبي                 | 1st        | [All tracks]
2891   | 19التركيب الكهربائي المنزلي                        | 1st        | [All tracks]
2892   | 1الهواء من حولنا                                   | 1st        | [All tracks]
2893   | 2خصائص الهواء                                      | 1st        | [All tracks]
2894   | 3الجزيئات والذرات                                  | 1st        | [All tracks]
2895   | 4الاحتراقات                                        | 1st        | [All tracks]
2896   | 5التفاعل الكيميائي مفهومه وقوانينه                 | 1st        | [All tracks]
2897   | 6مفهوم التفاعل الكيميائي                           | 1st        | [All tracks]
2898   | 7المواد الطبيعية والمواد الصناعية                  | 1st        | [All tracks]
2899   | 8تلوث الهواء                                       | 1st        | [All tracks]
2900   | 9الضوء من حولنا                                    | 1st        | [All tracks]
2901   | Applications de la propagation rectiligne de la lu | 1st        | [All tracks]
2902   | La pollution de l’air                              | 1st        | [All tracks]
2903   | La propagation de la lumière                       | 1st        | [All tracks]
2904   | Le courant électrique alternatif sinusoïdal        | 1st        | [All tracks]
2905   | Les combustions                                    | 1st        | [All tracks]
2906   | Les lentilles minces – L’image formée par une lent | 1st        | [All tracks]
2907   | Les lois de la réaction chimique                   | 1st        | [All tracks]
2908   | Les molécules et les atomes                        | 1st        | [All tracks]
2909   | Les réactions chimiques                            | 1st        | [All tracks]
2910   | Les sources et les récepteurs de la lumière        | 1st        | [All tracks]
2911   | Les substances naturelles et synthétiques          | 1st        | [All tracks]
2912   | Lumière et couleurs – Dispersion de la lumière     | 1st        | [All tracks]
2913   | L’air qui nous entoure                             | 1st        | [All tracks]
2914   | L’installation électrique domestique               | 1st        | [All tracks]
2915   | Quelques propriétés de l’air et ses constituants   | 1st        | [All tracks]
2916   | Étude de quelques instruments optiques             | 1st        | [All tracks]


## Technology (7 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2835   | 1المقاولة                                          | 1st        | [All tracks]
2836   | 2تحليل الحاجة                                      | 1st        | [All tracks]
2837   | 3الدراسة التقنية للوامض الكهروبي                   | 1st        | [All tracks]
2838   | 4الدراسة التقنية للمنظم الكهروبي                   | 1st        | [All tracks]
2839   | 5تقنية انجاز الدارة المطبوعة                       | 1st        | [All tracks]
2840   | 6المنظور الاشرافي                                  | 1st        | [All tracks]
2841   | 7الاسقاط العمودي                                   | 1st        | [All tracks]


### Second Year Primary (1 subject):
--------------------------------------------------------------------------------

## Scientific Activity (8 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2769   | 1الحواس                                            | 1st        | [All tracks]
2770   | 2الصوت                                             | 1st        | [All tracks]
2771   | 3الهضم                                             | 1st        | [All tracks]
2772   | 4الحركة – مفاصل جسم الإنسان                        | 1st        | [All tracks]
2773   | 5النباتات                                          | 1st        | [All tracks]
2774   | 6حالات المادة                                      | 1st        | [All tracks]
2775   | 7الزمن                                             | 1st        | [All tracks]
2776   | 8الحركة – حركات التنقل عند الحيوانات               | 1st        | [All tracks]


### Sixth Year Primary (6 subjects):
--------------------------------------------------------------------------------

## Arabic Language & Literature (28 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
4180   | 10النعت الحقيقي والنعت السببي                      | 1st        | [All tracks]
4181   | 11المفعول المطلق والمفعول لأجله                    | 1st        | [All tracks]
4182   | 12النواسخ الفعلية والحرفية                         | 1st        | [All tracks]
4183   | 13المبني للمجهول والمبني للمعلوم                   | 1st        | [All tracks]
4184   | 14الفعل اللازم والفعل المتعدي                      | 1st        | [All tracks]
4185   | 1اسما الزمان والمكان – المصدر                      | 1st        | [All tracks]
4186   | 1المستثنى بغير وسوى                                | 1st        | [All tracks]
4187   | 1الهمزة المتوسطة – الهمزة المتطرفة                 | 1st        | [All tracks]
4188   | 2اسم التفضيل – العدد والمعدود                      | 1st        | [All tracks]
4189   | 2المستثنى بإلا                                     | 1st        | [All tracks]
4190   | 2حذف الألف والواو – الألف اللينة مقصورة وممدودة    | 1st        | [All tracks]
4191   | 3اسم الآلة – اسم الفاعل واسم المفعول               | 1st        | [All tracks]
4192   | 3تمييز العدد                                       | 1st        | [All tracks]
4193   | 3همزتا الوصل والقطع وألف ابن                       | 1st        | [All tracks]
4194   | 4التاء المربوطة والتاء المبسوطة                    | 1st        | [All tracks]
4195   | 4التمييز الملفوظ والتمييز الملحوظ                  | 1st        | [All tracks]
4196   | 4النسب                                             | 1st        | [All tracks]
4197   | 5التنوين في المقصور والمنقوص والممدود              | 1st        | [All tracks]
4198   | 5الفعل المزيد                                      | 1st        | [All tracks]
4199   | 5المنادى                                           | 1st        | [All tracks]
4200   | 6الحال والجملة الحالية                             | 1st        | [All tracks]
4201   | 6المقصور والمنقوص والممدود                         | 1st        | [All tracks]
4202   | 7الفعل المجرد                                      | 1st        | [All tracks]
4203   | 7المفعول معه                                       | 1st        | [All tracks]
4204   | 8التوكيد                                           | 1st        | [All tracks]
4205   | 8الفعل المعتل الأجوف والناقص                       | 1st        | [All tracks]
4206   | 9البدل                                             | 1st        | [All tracks]
4207   | 9الفعل الصحيح                                      | 1st        | [All tracks]


## French Language & Literature (4 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
4208   | Conjugaison                                        | 1st        | [All tracks]
4209   | Grammaire                                          | 1st        | [All tracks]
4210   | Orthographe                                        | 1st        | [All tracks]
4211   | Vocabulaire                                        | 1st        | [All tracks]


## History & Geography (28 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
4086   | 10أدرس نشاطا اقتصاديا السياحة في المغرب            | 1st        | [All tracks]
4087   | 10الدولة العلوية                                   | 1st        | [All tracks]
4088   | 11أدرس مجالا ملوثا محليا  وطنيا وفي جهة أخرى من ال | 1st        | [All tracks]
4089   | 12أدرس ظاهرة  مشكلة جهوية اختيار ظاهرة تعاني منها  | 1st        | [All tracks]
4090   | 1أمثل العصور التاريخية في قطار التاريخ             | 1st        | [All tracks]
4091   | 1ما هي الجغرافية؟ بماذا تهتم؟ وما فائدتها بالنسبة  | 1st        | [All tracks]
4092   | 1ما ھي اتفاقیة حقوق الطفل؟                         | 1st        | [All tracks]
4093   | 2الإنسان البدائي حياته، مسكنه، أدواته              | 1st        | [All tracks]
4094   | 2جهتنا أين تقع بالنسبة للمغرب؟ خصوصياتها ومواردها  | 1st        | [All tracks]
4095   | 2ما معنى المصلحة الفضلى؟                           | 1st        | [All tracks]
4096   | 3أتعرف تضاريس المغرب انطلاقا من الخريطة الطبغرافية | 1st        | [All tracks]
4097   | 3اكتشاف النار وتدجين الحيوانات                     | 1st        | [All tracks]
4098   | 3ما معنى عدم التمییز ؟                             | 1st        | [All tracks]
4099   | 4أتعرف موقع المغرب في إفريقيا والعالم              | 1st        | [All tracks]
4100   | 4حقي في اسم وجنسیة                                 | 1st        | [All tracks]
4101   | 4وصول الرومان ومقاومة الممالك الأمازيغية – الآثار  | 1st        | [All tracks]
4102   | 5أتعرف مناخ المغرب وأرسم مبيان للحرارة والتساقطات  | 1st        | [All tracks]
4103   | 5الفتح الإسلامي                                    | 1st        | [All tracks]
4104   | 5كیف أحمي نفسي بنفسي ؟ كیف أحمي غیري ؟             | 1st        | [All tracks]
4105   | 6أتعرف توزيع السكان بالمغرب وأدرس الكثافة السكانية | 1st        | [All tracks]
4106   | 6أدرس آثارا تاريخية صومعتا حسان والكتبية           | 1st        | [All tracks]
4107   | 6حقي في التربیة                                    | 1st        | [All tracks]
4108   | 7الزراعة واستعمال المعادن، وتطوير الأدوات وبناء ال | 1st        | [All tracks]
4109   | 7دراسة مدينة إسلامية فاس في عهد الأدارسة نموذجا    | 1st        | [All tracks]
4110   | 8المرابطون الطرق التجارية                          | 1st        | [All tracks]
4111   | 8توظيف المهارات المكتسبة نفكر سويا في حل لمشكل متع | 1st        | [All tracks]
4112   | 9أدرس مشهدا ريفيا وأقوم بتمثيله وأتعرف على مشهد عل | 1st        | [All tracks]
4113   | 9السعديون النشأة والتوسع                           | 1st        | [All tracks]


## Islamic Education (24 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
4114   | 10الحكمة – الرضا والتفاؤل قصة امرأة عمران عليه الس | 1st        | [All tracks]
4115   | 11الحكمة – قصة إبراهيم عليه السلام أنصح وأحاور بأد | 1st        | [All tracks]
4116   | 12التزكية – مراتب الدين الإسلام                    | 1st        | [All tracks]
4117   | 13التزكية – مراتب الدين الإيمان                    | 1st        | [All tracks]
4118   | 14التزكية – مراتب الدين الإحسان                    | 1st        | [All tracks]
4119   | 15الإقتداء – قصة ابتلاء آل ياسر                    | 1st        | [All tracks]
4120   | 16الإقتداء – حلم الرسول صلى الله عليه وسلم ورحمته  | 1st        | [All tracks]
4121   | 17الإقتداء – أحب رسول الله وألتزم هدي النبي الخاتم | 1st        | [All tracks]
4122   | 18الإستجابة – سنن الصيام                           | 1st        | [All tracks]
4123   | 19الإستجابة – مفسدات الصيام ومبيحات الإفطار        | 1st        | [All tracks]
4124   | 1التزكية – القرآن الكريم                           | 1st        | [All tracks]
4125   | 20الإستجابة – أذكر الله أتلو كتاب الله             | 1st        | [All tracks]
4126   | 21القسط – أرعى حق المسكين قصة أصحاب الجنة          | 1st        | [All tracks]
4127   | 22القسط – أفي بحقوق غيري “فأعط كل ذي حق حقه”       | 1st        | [All tracks]
4128   | 23القسط – أستقيم كما أمرت                          | 1st        | [All tracks]
4129   | 24الحكمة – أعتبر قصة أصحاب الجنة                   | 1st        | [All tracks]
4130   | 25الحكمة – أختار الصحبة الصالحة                    | 1st        | [All tracks]
4131   | 26الحكمة – أقرأ القرآن وأرتقي                      | 1st        | [All tracks]
4132   | 3التزكية – أعرف الله من خلال خلقه                  | 1st        | [All tracks]
4133   | 4الإقتداء – بعثة الرسول صلى الله عليه وسلم والدعوة | 1st        | [All tracks]
4134   | 6الإستجابة – أصلي صلاة التراويح جماعة              | 1st        | [All tracks]
4135   | 7الإستجابة – الصيام معناه، شروطه وفوائده           | 1st        | [All tracks]
4136   | 8القسط – الإيمان والإيواء قصة آسية زوج فرعون       | 1st        | [All tracks]
4137   | 9القسط – أبحث عن الحقيقة  قصة إبراهيم عليه السلام  | 1st        | [All tracks]


## Mathematics (42 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
4138   | 10المضاعفات و القواسم و قابلية القسمة على 2 5 3 9  | 1st        | [All tracks]
4139   | 11وحدات قياس الأطوال                               | 1st        | [All tracks]
4140   | 12القسمة الإقليدية                                 | 1st        | [All tracks]
4141   | 13المضلعات الرباعية                                | 1st        | [All tracks]
4142   | 14متوازيات الأضلاع                                 | 1st        | [All tracks]
4143   | 15الخارج العشري المضبوط والمقرب                    | 1st        | [All tracks]
4144   | 16الدائرة والقرص                                   | 1st        | [All tracks]
4145   | 17قياس الكتل                                       | 1st        | [All tracks]
4146   | 18إنشاءات هندسية                                   | 1st        | [All tracks]
4147   | 19الأعداد الكسرية                                  | 1st        | [All tracks]
4148   | 1الأعداد الصحيحة الطبيعية (الملايين والملايير)     | 1st        | [All tracks]
4149   | 20الأعداد الكسرية – التساوي                        | 1st        | [All tracks]
4150   | 21الأعداد الكسرية – الاختزال وتوحيد المقامات       | 1st        | [All tracks]
4151   | 22الأعداد الكسرية – المقارنة والترتيب              | 1st        | [All tracks]
4152   | 23الأعداد الكسرية – الجمع والطرح                   | 1st        | [All tracks]
4153   | 24الأعداد الكسرية – الضرب                          | 1st        | [All tracks]
4154   | 25الأعداد الكسرية – القسمة                         | 1st        | [All tracks]
4155   | 26الأعداد الكسرية – القيم المقربة لعدد كسري غير عش | 1st        | [All tracks]
4156   | 27المثلثات                                         | 1st        | [All tracks]
4157   | 28وحدات قياس المساحة                               | 1st        | [All tracks]
4158   | 29حساب المحيطات ومساحات المضلعات                   | 1st        | [All tracks]
4159   | 2مفاهيم أولية في الهندسة                           | 1st        | [All tracks]
4160   | 30حساب محيط الدائرة ومساحة القرص                   | 1st        | [All tracks]
4161   | 31المساحة الجانبية والكلية                         | 1st        | [All tracks]
4162   | 32وحدات قياس الحجوم                                | 1st        | [All tracks]
4163   | 33وحدات قياس الحجوم – المتر المكعب وأجزاؤه         | 1st        | [All tracks]
4164   | 34وحدات قياس الحجوم – وحدات الحجم ووحدات السعة     | 1st        | [All tracks]
4165   | 35الموشور القائم والأسطوانة القائمة – حساب الحجوم  | 1st        | [All tracks]
4166   | 36التناسبية                                        | 1st        | [All tracks]
4167   | 37التناسبية – معامل التناسب                        | 1st        | [All tracks]
4168   | 38التناسبية – النسبة المئوية                       | 1st        | [All tracks]
4169   | 39التناسبية – الرأسمال وسعر الفائدة                | 1st        | [All tracks]
4170   | 3المحسبة                                           | 1st        | [All tracks]
4171   | 40التناسبية – السرعة المتوسطة                      | 1st        | [All tracks]
4172   | 41التناسبية – سلم التصاميم والخرائط                | 1st        | [All tracks]
4173   | 42التناسبية – الكتلة الحجمية                       | 1st        | [All tracks]
4174   | 4الأعداد العشرية                                   | 1st        | [All tracks]
4175   | 5الزوايا                                           | 1st        | [All tracks]
4176   | 6جمع وطرح الأعداد الصحيحة الطبيعية والعشرية        | 1st        | [All tracks]
4177   | 7التوازي والتعامد                                  | 1st        | [All tracks]
4178   | 8ضرب الأعداد الصحيحة الطبيعية والعشرية             | 1st        | [All tracks]
4179   | 9التماثل المحوري                                   | 1st        | [All tracks]


## Scientific Activity (7 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
4212   | 1التربة وسط حي                                     | 1st        | [All tracks]
4213   | 2الكهرباء                                          | 1st        | [All tracks]
4214   | 3الدارة الكهربائية                                 | 1st        | [All tracks]
4215   | 5دوران الأرض حول الشمس وتعاقب الفصول               | 1st        | [All tracks]
4216   | 6دوران الأرض                                       | 1st        | [All tracks]
4217   | 7عوامل حث التربة                                   | 1st        | [All tracks]
4218   | 8مصادر الطاقة                                      | 1st        | [All tracks]


### Third Year Middle School (9 subjects):
--------------------------------------------------------------------------------

## Arabic Language & Literature (77 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2659   | 10مهارة السرد كتابة اليوميات                       | 1st        | [All tracks]
2660   | 11مهارة التعقيب والتعليق على رأي                   | 1st        | [All tracks]
2661   | 12مهارة وصف الشخوص والأمكنة                        | 1st        | [All tracks]
2662   | 13مهارة وصف رحلة                                   | 1st        | [All tracks]
2663   | 14كليم الله                                        | 1st        | [All tracks]
2664   | 15خصال المسلم                                      | 1st        | [All tracks]
2665   | 16الإسلام وحقوق الإنسان                            | 1st        | [All tracks]
2666   | 17حديث الروح                                       | 1st        | [All tracks]
2667   | 18المنفى                                           | 1st        | [All tracks]
2668   | 19حوار عجيب                                        | 1st        | [All tracks]
2669   | 1اسم الفاعل وصيغ المبالغة وعملهما                  | 1st        | [All tracks]
2670   | 20الأغنية الأبدية                                  | 1st        | [All tracks]
2671   | 21وطني                                             | 1st        | [All tracks]
2672   | 22الجراد                                           | 1st        | [All tracks]
2673   | 23إشعاع الحضارة المغربية                           | 1st        | [All tracks]
2674   | 24الإنترنت                                         | 1st        | [All tracks]
2675   | 25على بساط الريح                                   | 1st        | [All tracks]
2676   | 26أسلوب النداء                                     | 1st        | [All tracks]
2677   | 27أسلوب الاستفهام                                  | 1st        | [All tracks]
2678   | 28أسلوب الاختصاص                                   | 1st        | [All tracks]
2679   | 29أسلوب المدح والذم                                | 1st        | [All tracks]
2680   | 2اسم المفعول وعمله                                 | 1st        | [All tracks]
2681   | 30أسلوب التعجب                                     | 1st        | [All tracks]
2682   | 31اسم التفضيل (صياغته)                             | 1st        | [All tracks]
2683   | 32الممنوع من الصرف                                 | 1st        | [All tracks]
2684   | 33الإضافة                                          | 1st        | [All tracks]
2685   | 34الصفة المشبهة                                    | 1st        | [All tracks]
2686   | 35أسلوب التحذير والإغراء                           | 1st        | [All tracks]
2687   | 36أسلوب الاختصاص                                   | 1st        | [All tracks]
2688   | 37التدريب على إصدار حكم قيمة على عمل إبداعي        | 1st        | [All tracks]
2689   | 38التدريب على تخيل حكاية عجيبة أو من الخيال العلمي | 1st        | [All tracks]
2690   | 39التدريب على مهارة كتابة سيرة ذاتية أو غيرية      | 1st        | [All tracks]
2691   | 3أسماء الزمان والمكان                              | 1st        | [All tracks]
2692   | 40مدرسة الحياة                                     | 1st        | [All tracks]
2693   | 41مسيرة إمرأة                                      | 1st        | [All tracks]
2694   | 42القوة الاقتصادية                                 | 1st        | [All tracks]
2695   | 43الكادح                                           | 1st        | [All tracks]
2696   | 44التلوث المائي                                    | 1st        | [All tracks]
2697   | 45رحلة الفرسيوي                                    | 1st        | [All tracks]
2698   | 46غيم أسود                                         | 1st        | [All tracks]
2699   | 47أنا والمدينة                                     | 1st        | [All tracks]
2700   | 48السينما والصورة الفوتوغرافية                     | 1st        | [All tracks]
2701   | 49حكاية الثعلب والغراب                             | 1st        | [All tracks]
2702   | 4اسم الآلة                                         | 1st        | [All tracks]
2703   | 50الموسيقية العمياء                                | 1st        | [All tracks]
2704   | 51تقنيات المعلومات                                 | 1st        | [All tracks]
2705   | 52من عبق حضارتنا                                   | 1st        | [All tracks]
2706   | 53مواقع المدن الإسلامية                            | 1st        | [All tracks]
2707   | 54بالقرب من زقاقكم                                 | 1st        | [All tracks]
2708   | 55دور المرأة في الاقتصاد الوطني                    | 1st        | [All tracks]
2709   | 56سلوك مدني                                        | 1st        | [All tracks]
2710   | 57غضب                                              | 1st        | [All tracks]
2711   | 58البيت                                            | 1st        | [All tracks]
2712   | 59حوادث السير                                      | 1st        | [All tracks]
2713   | 5الإعلال                                           | 1st        | [All tracks]
2714   | 60مضار التدخين                                     | 1st        | [All tracks]
2715   | 61نحن والمعالم الأثرية                             | 1st        | [All tracks]
2716   | 62تنظيم الأسرة                                     | 1st        | [All tracks]
2717   | 63نحن وبيئتنا                                      | 1st        | [All tracks]
2718   | 64رقصة تاسكيوين                                    | 1st        | [All tracks]
2719   | 65الموسيقى الشعبية المغربية                        | 1st        | [All tracks]
2720   | 66عبقرية الخط العربي                               | 1st        | [All tracks]
2721   | 67أخي الإنسان                                      | 1st        | [All tracks]
2722   | 68من أجل مجتمع أفضل                                | 1st        | [All tracks]
2723   | 69كلنا نرجو السلام                                 | 1st        | [All tracks]
2724   | 6الإبدال                                           | 1st        | [All tracks]
2725   | 70الوطن والوطنية                                   | 1st        | [All tracks]
2726   | 71الفداء حتى النصر                                 | 1st        | [All tracks]
2727   | 72غنيت مكة                                         | 1st        | [All tracks]
2728   | 73الإنسان في الإسلام                               | 1st        | [All tracks]
2729   | 74الفجر الصادق                                     | 1st        | [All tracks]
2730   | 75ضرورات لا حقوق                                   | 1st        | [All tracks]
2731   | 76من قيم الإسلام                                   | 1st        | [All tracks]
2732   | 77نص كليم                                          | 1st        | [All tracks]
2733   | 7التصغير                                           | 1st        | [All tracks]
2734   | 8النسبة                                            | 1st        | [All tracks]
2735   | 9المعاجم                                           | 1st        | [All tracks]


## French Language & Literature (3 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2736   | Cours                                              | 1st        | [All tracks]
2737   | Expression écrite                                  | 1st        | [All tracks]
2738   | L’Île au Trésor (Robert Louis Stevenson)           | 1st        | [All tracks]


## History & Geography (40 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2514   | 10انهيار الامبراطورية العثمانية والتدخل الاستعماري | 1st        | [All tracks]
2515   | 11ملف حول المقاومة المغربية                        | 1st        | [All tracks]
2516   | 12ازدهار الرأسمالية الأوربية خلال القرن 19م        | 1st        | [All tracks]
2517   | 13المغرب العربي (عناصر الوحدة والتنوع)             | 1st        | [All tracks]
2518   | 14روسيا ورهانات التحول                             | 1st        | [All tracks]
2519   | 15اتحاد المغرب العربي خيار استراتيجي للتكتل الإقلي | 1st        | [All tracks]
2520   | 16المغرب العربي بين التكامل والتحديات              | 1st        | [All tracks]
2521   | 17اليابان قوة تكنولوجية                            | 1st        | [All tracks]
2522   | 18مصر نموذج تنموي عربي                             | 1st        | [All tracks]
2523   | 19معيقات التكتلات الجهوية مقارنة بين الاتحاد الأور | 1st        | [All tracks]
2524   | 1المراحل الكبرى لبناء الدولة المغربية الحديثة      | 1st        | [All tracks]
2525   | 20نيجيريا بين الغنى الطبيعي والضعف التنموي         | 1st        | [All tracks]
2526   | 21الولايات المتحدة الأمريكية قوة عالمية            | 1st        | [All tracks]
2527   | 22المغرب العربي عناصر الوحدة والتنوع               | 1st        | [All tracks]
2528   | 23التدرب على معالجة ظاهرة اقتصادية باعتماد النهج ا | 1st        | [All tracks]
2529   | 24الاتحاد الأوربي بين الاندماج والمنافسة           | 1st        | [All tracks]
2530   | 25الاتحاد الأوربي  إمكانياته ومكانته الاقتصادية في | 1st        | [All tracks]
2531   | 26ملف حول مؤسسة محمد الخامس للتضامن                | 1st        | [All tracks]
2532   | 27كيف نحافظ على المرفق العمومي وننهض به            | 1st        | [All tracks]
2533   | 28مسؤولية الدولة في إيجاد حلول للمشاكل الاجتماعية  | 1st        | [All tracks]
2534   | 29اقتراح برامج إعلامية تتوخى النهوض بقيم المواطنة  | 1st        | [All tracks]
2535   | 2المغرب (الكفاح من أجل الاستقلال وإتمام الوحدة الت | 1st        | [All tracks]
2536   | 30المغرب والسلم العالمي                            | 1st        | [All tracks]
2537   | 31المغرب وحوار الأديان                             | 1st        | [All tracks]
2538   | 32نحن والعالم نتقاسم الكرة الأرضية                 | 1st        | [All tracks]
2539   | 33الحفاظ على الموارد الطبيعية                      | 1st        | [All tracks]
2540   | 34الحفاظ على التراث وتطويره                        | 1st        | [All tracks]
2541   | 35إلى أين ألجأ في حالة خرق حق من حقوقي الدستورية أ | 1st        | [All tracks]
2542   | 36تخليق الحياة العامة (المفهوم والاليات، اقتراح خط | 1st        | [All tracks]
2543   | 37ننجز ملفا حول مؤسسة محمد الخامس للتضامن          | 1st        | [All tracks]
2544   | 38كيف نعالج مشكلا اجتماعيا                         | 1st        | [All tracks]
2545   | 39المشاركة حق وواجب ننتخب ممثلينا في مجلس المؤسسة  | 1st        | [All tracks]
2546   | 3ظاهرة الأنظمة الديكتاتورية (دراسة حالة النازية)   | 1st        | [All tracks]
2547   | 40اقتراح برامج إعلامية تتوخى النهوض بقيم المواطنة  | 1st        | [All tracks]
2548   | 4الحرب العالمية الأولى (الأسباب والنتائج)          | 1st        | [All tracks]
2549   | 5الامبريالية وليدة الرأسمالية                      | 1st        | [All tracks]
2550   | 6أزمة 1929 الأسباب، المظاهر، النتائج               | 1st        | [All tracks]
2551   | 7الحرب العالمية الثانية (الأسباب والنتائج)         | 1st        | [All tracks]
2552   | 8الضغط الاستعماري على المغرب                       | 1st        | [All tracks]
2553   | 9القضية الفلسطينية والصراع العربي الإسرائيلي       | 1st        | [All tracks]


## Information Technology/Computer Science (4 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2739   | Programmation Logo                                 | 1st        | [All tracks]
2740   | Présentation Assistée par Ordinateur               | 1st        | [All tracks]
2741   | Recherches documentaires sur le Web                | 1st        | [All tracks]
2742   | Typologie réseau                                   | 1st        | [All tracks]


## Islamic Education (21 lessons):

